"line","text","examen","schooltype","id","toets_id","school_id","leerling_id","T3F_54"
39,"Kleenex heeft deze bewering vanuit een eigen onderzoek in samenwerking met de University of Worcester. Ookal zeggen ze dat een op de vijf mensen er last van hebben en het aantal drastisch groeit, kan dit aantal makkelijk al zijn verdubbeld. Het is echter lastig om een schatting te maken, aangezien de klachten seizoensgebonden zijn en vari�ren per jaar.","T101-101700032.txt","mbo","P900","T101",272,32,5
40,"De uitspraken zijn gebaseerd op eigen onderzoek en heeft Kleenex een tweetal bronnen geraadpleegd. In het artikel van Gezondheidsnet staat gesteld dat % er last van heeft, maar de opgegeven bron (EAACI) bestaat niet langer en zegt het cijfer niet te herkennen. Ook is een bron het KNMI, maar die blijken geen cijfers te hebben. Het is lastig een schatting te maken, omdat de aantal niet bij te houden zijn. het verschilt per jaar en geen recept v/d dokter nodig voor medicijnen Er zijn ook vergelijkbare klachten als huisstofmijt. In Finland is onderzoek gedaan maar dat kan in NL heel anders zijn/ het neemt al af sinds  van geregistreerde gevallen bij de huisarts.","T101-101700033.txt","mbo","P901","T101",272,33,11
41,"Volgens woordvoerders van kleenex zijn de uitspraken gebasseerd op eigen onderzoek, in samenwerking met de University of Worcester, dat ""uitsluitend"" voor intern gebruik is. De aantal hooikoorts gevallen varieert ook elk jaar. Er werd ook een onderzoek gedaan naar ademhalings allergie, maar welk aandeel hooikoorts daarin had, is niet appart bekeken. Wel kan worden gekeken naar de aantal diagnoses waarbij hooikoorts toe neemt. Dat kan erop wijzen dat het aantal mensen met hooikoorts in nederland toeneemt.","T101-101700034.txt","mbo","P902","T101",272,34,6
42,"Kleenex heeft beweerd dat  op de  mensen Hooikoorts heeft en dat aantal flink stijgt. Echter uit de gegeven argumenten blijkt dat deze niet helemaal betrouwebaar zijn. de ene bron bestaat niet meer en de ander zegt de cijgers en beweringen niet te herkennen. Waar haalt Kleenex de conclusies dan vandaan?","T101-101700035.txt","mbo","P903","T101",272,35,4
43,"Hooikoorts is een medische term voor seizoens gebonden allergien volgen onderzoek het toe de .... maar uit cijfers Blijkt dat er minder klachten zijn. In Nederland .% Heeft ademhalingsalergien. Er is spraken van Hooikoorts, als Het niet Heel Het jaar voor Komt maar bepaalde maanden. ","T101-101700036.txt","mbo","P904","T101",272,36,2
44,"Veel cijfers kunnen niet worden achterhaald en de bewering van Kleenex is tweeledig. Het is namelijk bijzonder lastig om hiervan een schatting te maken. Ook moet je nagaan wanneer er eigenlijk sprake is van hooikoorts. Er bestaan namelijk ook neusallergi�n en ademhalings allergie�n. Ook niet iedereen bezocht de huisarts voor hooikoorts, zo is de nooit na te gaan hoeveel procent de NL hooikoorts heeft. De verdubbeling in laatste - jaar isdus onwaarschijnlijk omdat groei van het aantal geregistreerde gevallen bij de huisarts afvallen. Tot slot zijn er geen recente cijfers over bekent sinds !","T101-101700037.txt","mbo","P905","T101",272,37,8
45,"Kleenex laat niet zijn onderzoek cijvers zien die ze Hebben gemaakt in samenwerking met universitu of worcester. dat maakt het al Heel verdacht. Het is ook niet goed Te controleren omdat de meeste mensen met Hooikoorts nieT naar de Huisarts gaan. de CMR heeft wel geconceteerd daT er een sTijgende lijn was tussen - van Hooikoorts pasienten meer een verdubbeling in de laatste -jaar is echter onwaarschijnlijk.","T101-101700038.txt","mbo","P906","T101",272,38,6
46,"Nee want het gaat om een europees onderzoek waaruit blijkt dat er een stijging is van /% Per jaar is.  Dit is uitluitend voor eigen gebruik de bron die wordt opgegeven allergiesite.nl genoemd, die niet meer ten bestaan. Ook blijkt een woordvoerder het cijfer wel te herkennen. Ook geven ze het kunnen op als bron maar ook deze zegt geen cijfers te hebben. Het blijkt bijzonder lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts. en daarbij houdt niemand de getallen bij. Het is al met al niet mogelijk om de precalentel van hooikoorts in NL te bepalen.","T101-101700039.txt","mbo","P907","T101",272,39,9
47,"er wordt dus gezegd dat hooikoorst de laaTsTe - jaar veel meer voorkomT, maar ofdat nou echt waar is? heT is moeilijk Te zeggen want niemand houd de aanTallen Bij de klachTen zijn seizoensgeBonden en varieren per jaar. je hoefT niet pers� voor naar de docTer je kunT de medicijnen zo halen . verder is Hooikoorst heel Breed (de sympTonen dan) er word geen onderschijd gemaakT Tussen hooikoorts en andere neusaliergien. heT is dus nieT eens zeker of heT wel allemaal hooikoorts is. dus doordaT lang nieT iedereen naar de huisarts gaat en er verschillende allergi�n zijn die lijken op hooikoorts is het nooiT helemaal duidelijk of en wel echT een sTijging is. er zijn ook geen accurate cijfers beschikbaar.","T101-101700081.txt","mbo","P908","T101",272,81,6
48,"Op basis van een bevolkingsonderzoek wijsd uit dat ongeveer / van de Nederlandse bevolking last heeft van neusallergie, maar daarbij word geen onderscheid gemaakt tussen hooikoorts en andere vormen. Ook brengt niet iedereen een bezoek aan de huisarts. Niemand houd verder ook de aantallen bij want de klachten zijn seizoensgebonden en vari�ren per jaar. Ook zijn de medicijnen zonder recept verkrijgbaar.","T101-101700083.txt","mbo","P909","T101",272,83,5
49,"��n op de  mensen heeft hooikoorts en dat aantal stijgt drastisch, het is zelfs verdubbeld in de laatste - jaar, deze bewering is ongefundeerd, dat zijn uitspraken van eigen onderzoeken mag niet worden gedeeld. gezondheidsnet.nl stelt dat % van de NL last heeft van hooikoorts, dat hebben ze uit een BRon die niet langer bestaat en een woordvoerder van die bron zegt dat getal niet te kennen. Een andere woordvoerder zecht uit de bron van KNMI het aantal hooikoortspatienten in  % was en in  %, maar KNMI zegt geen hooikoortscijfers te hebben. Hooikoorts is een seizoensgebonden alergische rhinitis, een alergische reactie op grassen pollen en stuifmeel die typisch voorkomt in de lente en vroege zomer maar er zijn ook allergische symptomen van andere allergi�en die sterk lijken op dit van Hooikoorts, maar waar ze het hele jaar last van kunnen hebben.","T101-101700084.txt","mbo","P910","T101",272,84,7
50,"Volgens de zakdoekjes producent Kleenex heeft  op de  mensen last van hooikoorts. Men spreekt van een verdubbelng in de laatste - jaar. De redactie van 'next.check'beordeeld de bewering al ongefundeerd. Dit komt omdat ze het bazeren op eigen onderzoek. Kleenex heeft als bron (EAACI). Deze bestaat niet langer. Ook het KNMI is  van de bronnen. Alleen laat he KNMI op hun beurt weten geen cijfers te hebben betreft hooikoorts.  Het is bijna niet te zeggen hoeveeel mensen in Nederland Hooikoorts hebben omdat niemand cijfers bijhoud en het seizoensgebonden voorkomt. Ook zijn de bronnen van Kleenex niet controleerbaar. Wel kan er worden gekeken of het aantal toe neemt. Dit door te kijken of het aantal klachten bij de huisarts toenam. Dit bleek wel zo te zijn.","T101-101700086.txt","mbo","P911","T101",272,86,10
51,"Het is onzin dat  op de  mensen hooikoorts heeft en dat het aantal drastisch stijgt. Er wordt in hun verhaal verwezen naar allergie-site.nl die niet meer bestaat en het KNMI die geen hooikoorts cijfers heeft. Verder is het moeilijk om een schatting te maken aangezien niemand de aantallen bijhoudt. het is gewoon onmogelijk om de prevalentie van hooikoorts in Nederland te bepalen. Bij onderzoeken naar ademhalingsallergie werdt er niet apart gekeken naar hooikoorts. Ook een verdubbeling in de laatste - jaar is onwaarschijnlijk vanwege geregistreerde gevallen die juist afnamen en er geen recentere data is dan over .","T101-101700090.txt","mbo","P912","T101",272,90,10
52,"Het onderzoek van worcester university was engel voor intern geBruik. Andere instanties kunnen Geen zekerHeid van Hun cijfers Geven veRDeR is De contRole op Het AAntal Hooikoorts patienten niet nA te GAAn. En DAAR komen De vele vARiAnten Die op HooikooRts lijken eR noG Bij. De conclusie is Dat Het onmoGelijk is om vAst te stellen HOeveel Hooikoorts pAtienten NeDeRlanD telt en Hoe Dit GRoeit.","T101-101700091.txt","mbo","P913","T101",272,91,6
53,"Het aantal hooikoorts patienten stijgt enorm een derde van de nederlandse bevolking heeft last van een neus allergie. Dit is een schatting en bied nog geen uitsluitsel. Het is al met al niet mogelijk kom de prevalentie van hooikoorts in Nederland te bepalen. Wel kan worden gekeken of het aantal diagnoses van hooikoorts toeneemt.","T101-101700092.txt","mbo","P914","T101",272,92,3
54,"Hooikoorts komt vaak voor onder de nederlands. Dit blijkt uit onderzoek ook blijkt dat er seeds meer mensen hooikoorts hebben.","T101-101700095.txt","mbo","P915","T101",272,95,0
55,"""Hooikoorts bereikt hoogtepunt"" stond gisteren op de voorpagina. % van de nederlanders heeft last van hooikoorts. Dit is een groot groeiend probleem. Wanneer is er sprake van hooikoorts? De reactie moet worden onderscheiden van op hooikoorts lijkende klachten die het hele jaar voorkomen. Er kan worden gekeken of het aantal diagnoses van hooikoorts toeneemt.","T101-101700096.txt","mbo","P916","T101",272,96,2
56,"Kleenex heeft een eigen onderzoek gestart wat voor intern gebruik was bedoeld. Met behulp van bronnen zij er cijfers uitgekomen waaruit de conclussie getrokken is  op de  Nederlanders heeft last van hooikoorts en het aantal groeit drastisch / van de nederlandse bevolking heeft last van een neusallergie waarbij geen onderscheid gemaakt wordt tussen hooikoorts en andere vormen. Omdat lang niet iedereen de huisarts bezoekt bij klachten is het niet mogelijk om met zekerheid het aantal hooikoortspatienten te bepalen. De bronnen waar kleenex zichop basserd zijn niet controleerbaar wel kan er gekeken worden naar het aantal diagnoses die vastgesteld zijn. Daaruit blijkt dat het inderdaad toeneemt, zelfs een verdubbeling in de laatste - jaar.","T101-101700097.txt","mbo","P917","T101",272,97,8
57,"next.checkt. heeft een oordeel gevelgt over het onderzoek van kleenex. Deze geeft aan dat de percentage van het aantal mensen met hooikoorts is verhoogt binnen - jaar. Ze geven aan dat dit in de perioden is wanneer er pollen vrijkomen maar dat er een verschil is tussen hooikoorts of ademhalingsproblemen, maar kleenex kon niet met de juiste cijfers komen.","T101-101700098.txt","mbo","P918","T101",272,98,0
58,"Hooikoorts bereikt hoogtepunt. Het betrof een advertentie van zakdoekjesproducent Kleenex. Er zouden  op de  mensen zijn die last van hooikoorts hebben.  Woordvoeder van Kleenex basseerd dit op eigen onderzoek, maar dat is voor intern gebruik en wordt niet gedeeld. Het gaat om een Europeesonderzoek waar de stijging van hooikoortspatienten met procent verhoogd zou zijn. in het artikel van gezondheidsnet.nl wordt gezegd dat % van de Nederlanders last heeft van hooikoorts. De bewering van kleenex is tweedelig ��n op de  Nederlanders heeft hooikoorts en het aantal groeit drastisch. Het blijkt lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts niemand houdt de aantallen bij en hooikoorts in seizoensgebonden en varieert per jaar. Klachten die het hele jaar voorkomen zijn hebben ander oorzaken allerei bedrijven hebben onderzoek gedaan, maar de conclusie is dat niets met zekerheid te zeggen is.er zijn geen beschikbare cijfers bekend. Dit is ongefundeerd.","T101-101700193.txt","mbo","P919","T101",272,193,9
59,"Dit artikel is ongefundeerd vanwege het gebrek aan betrouwbaar en feitelijk bewijsmateriaal. Het artikel bevat informatie van bronnen die niet meer bestaan of niet te krijgen zijn en het artikel bassert zijn feiten op ""mogelijke"" feiten. Het enige deit dat vaststaat wordt vermeld in alinea . Sinds  zijn er meer gevallen van hooikoorts. Kortom, het artikel is gebasseerd op onjuiste feiten en onbetrouwbare bronnen en daarom ongefundeerd.","T101-101700194.txt","mbo","P920","T101",272,194,4
60,"Volgens Kleenex heeft  op de  mensen last van hooikoorts. Na onderzoek van next.checkt klopt dit niet Kleenex heeft zelf onderzoek gedaan met de University of worcester. Hieruit blijkt dat het hooikoorts aantal pati�nten met  tot  procent stijgt. Hier voor hebben ze gebruik gemaakt van meer bronnen. Deze bronnen zijn onderzocht en kloppen niet. Het is bijna niet bij te houden welk percentage hooikoorts heeft. Hooikoorts is erg seizoensgebonden. en er is genoeg wat erop lijkt. Er zijn meerdere mensen geweest die hier onderzoek naar deden en verschillende resultaten kregen. Er kan wel gekeken worden of het aantal diagnoses en geregistreerde gevallen toe neemt. Het onderzoek van Kleenex is niet inzichtelijk gemaakt Op grond van deze gegevens beoordeeld 'next.checkt' de uitspraak als ongefundeerd. ","T101-101700195.txt","mbo","P921","T101",272,195,7
61,"Er zijn aantal redenen waarom de bewering van Kleenex ongefundeerd genoemd kan worden. De eerste reden is dat deze bewering is gebaseerd op eigen onderzoek. In dat eigen onderzoek hebben ze gebruik gemaakt van onbetrouwbare bronnen. Bijvoorbeeld 'Allergie-site.nl', deze bestaat niet eens meer. een ander benoemde  bron (EAACI) beweerd de informatie die Kleenex gebruikt, niet eens te hebben vrij gegeven. Verder is er nog onderzoek gedaan door het CMR, een andere bewering van Kleenex is namelijk dat het aantal hooikoorts gevallen is verdubbeld. Ook deze bewering is echter onjuist. De conclusie die je kunt trekken is dat Kleenex onbetroubare bronnen heeft gebruikt en daardoor de consument verkeerd informeert.","T101-101700196.txt","mbo","P922","T101",272,196,4
62,"Er is niet bewezen hoeveel mensen er precies hooikoorts hebben. Dit kan Kleenex niet weten doordat er verschillende ademhalingsallergie�n zijn geconstateerd en er is niet alleen onderzocht wie van heb hooikoorts zou hebben. Ook niet iedereen gaat naar de huisarts voor hooikoorts aangezien je de medicijnen ook zonder recept kunt verkrijgen. De bronnen waar Kleenex zich op basseert zijn niet te controleren omdat er nergens precieze cijfers zijn. De stijging kan wel worden bekeken, in  gingen  op  mannen en vrouwen naar de huisarts, in  waren dit er al , en ,. of de groei zich heeft verdubbelt heeft is onwaarschijnlijk en dus is de uitspraak ongefundeerd.","T101-101700197.txt","mbo","P923","T101",272,197,5
63,"De bewering van Kleenex is tweedelig.  En ook te verschillig. Een eerste is een  op de vijf Nederlanders heeft last van hooikoorts per jaar zoals gebleken. en heeft Kleenex ook viertal andere bronnen geraardpleegd. Een artikel uit  van gezondheidsnet.nl en een persbericht van Biohorma fabrikant van homeopatische geneesmiddelen. De medische term voor hooikoorts is seizoensgebonden. Het materiaal ...........","T101-101700198.txt","mbo","P924","T101",272,198,2
64,"De uitspraken van kleenex zijn gebaseerd op eigen onderzoek voor intern gebruik. Ze hebben meerdere bronnen geraadpleegd maar hooikoorts en hyperactieve rhinitis is een steeds groeiend probleem. Er wordt bij constatering bij nooit een verschil gemaakt. Daarnaast zijn de medicijnen tegen de allergi�n zonder doktersrecept te halen. De bronnen waar kleenex zijn uitspraken op baseerd zijn niet controleerbaar.","T101-101700199.txt","mbo","P925","T101",272,199,5
65,"De uitspraken zijn gebaseerd uit eigen onderzoek. De EAACI een bedrijf dat tevens niet meer bestaat zegt de cijfers niet te kennen. Het is lastig een schatting te maken van de hooikoorts patienten omdat niemand de getallen bijHoud. Ook zijn dokters bezoeken  vaak niet nodig en kan je het medicijn zonder recept halen. ook zijn de klachten van Hooikoorts het zelfde als andere ziektes zoals thinitis of ademhalingsalllergie.","T101-101700200.txt","mbo","P926","T101",272,200,7
66,"Het onderzoek wat gepleegd is is gebasseerd op eigen onderzoek. In het artikel van gezondheidsnet.nl wordt gezegt dat ""het een groot groeiend probleem is"" Er worden twee bronnen gebruikt waarvan ��n daarvan niet langer bestaat en bij de ander worden de cijfers niets herkend. Bij het bedrijf Bioharma spreken ze van een stijging van  binnen  jaar ook zijn hier geen cijfers van bekend. Verder is het bijzonder lastig om een schatting te maken van het aantal hooikoorts patienten er worden geen aantallen bij gehouden. en er wordt geen onderscheidt gemaakt tussen hooikoorts en daarop lijkende klachten. Deze kunnen namelijk het hele jaar voorkomen zo kunnen we nog wel even doorgaan met onderzoeken waar geen duidelijke uitslag uit komt. De bronnen waar Kleenex zich op basseerd zijn oncontroleerbaar. Voor nederland zijn er geen accute cijfers beschikbaar over het aantal hooikoorts patienten. Het onderzoek van kleenex is niet inzichtelijk gemaakt.","T101-101700201.txt","mbo","P927","T101",272,201,8
67,"""next.checkt'heeft de advertentie van kleenex als ongefundeerd bestempeld. Hiervoor heeft next.checkt de volgende argumenten: ""het onderzoek van kleenex is uitsluitend voor intern gebruik, en kan niet worden gedeeld"" ook word er door kleenex een bron (allergie-site) gevormd, die niet langer bestaat. De schrijver noemt in zijn tekst ook het knmi als bron. Maar deze zegt zelfde hooikoortscijfers niet te hebben. Ook de schatting van ��n of de vijf nederlanders is moeilijk te maken, omdat niemand de aantallen bijhoud omdat deze vari�ren per jaar en seizoensgebonden zijn. Ook is het niet duidelijk wanneer er precies sprake is van hooikoorts. Hooikoorts word vaak verwisseld met hyperactieve rhinites"". Ook de gegevens van huisartsen zijn niet ree�l, omdat lang niet iedereen met hooikoortsklachten en de huisarts bezoekt. Een verdubbeling lijkt erg onwaarschijnlijk, omdat de meldingen bij huisartsen afneemt.","T101-101700202.txt","mbo","P928","T101",272,202,9
68,"De bewering een op de  mensen heeft hooikoorts en dat aantal groeit dramatisch word tegen gesproken door de bronnen van het zakdoekjesmerk Kleenesx niet bevestigd er is zelfs een bron die hier helemaal geen cijfers over heeft. de cijfers over deze klacht houd niemand bij en varieren per jaar. hooikoorts klachten worden vaak aan gezien voor hyperreactieve rhinitis. de schatting hiervan bied dus geen uitsluitsel . procent van de nederlandse bevolking  heeft een ademhalingsallergie, het is niet duidelijk welk aandeel daarvan komt door hooikoorts dus of de uitspraak  op de  klopt kan niemand echt zeggen.","T101-101700203.txt","mbo","P929","T101",272,203,7
69,"Ze hebben de meeste informatie uit hun duim gezogen aangezien de meeste bronnen geen cijfers hebben of ze hebben de cijfers groter gemaakt dan dat Ze werkelijk zijn. Ook kun je geen precieze schatting maken aangezien mensen met hooikoorts niet naar de dokter gaan en geen recept nodig hebben voor de medicijnen. Ook zijn de bronnen niet controleerbaar.  Ook neemt het geregistreerde aantal mensen bij huisartsen juist af inplaats van toe.","T101-101700205.txt","mbo","P930","T101",272,205,4
70,"Uit Europees onderzoek blijkt dat het aantal hooikoortspati�nten gestegen is met  tot % per jaar. Het blijkt lastig om een schatting te maken van het aantal mensen met hooikoorts. de klachten zijn seizoensgebonden en vari�ren per jaar. De reactie van hooikoorst moet worden onderscheiden van op hooikoorts lijkende klachten die het hele jaar door voorkomen de schatting van mensen die er last van hebben biedt geen uitsluitsen het percentage is ook  niet vergelijkbaar met percentage`s van andere landen. Het CMR houd gediagnosticeerde gevallen van hooikoorst bij, maar ook dit biedt geen uitsluitsen omdat niet alle gevallen bij de dokter zijn geweest. Het is al met al niet mogelijk om de precalentie van hooikoorst in Nederland te bepalen dus in hoeverre de uitspraak "" op  ""klopt is niet met zekerheid te zeggen.","T101-101700206.txt","mbo","P931","T101",272,206,8
71,"De beweging van kleenex is ongefundeerd, dit blijkt uit een aantal onwaarheden namelijk; Er worden bronnen genoemd als allergie-site.nl, deze bestaat niet langer. Een woordvoerder van het EAACI ontkent ook een door kleenex gestelde % van Nederlande hooikoortspatienten. Kleenex heeft volgens zeggen ook cijfers uit bronnen als het KNMI gebruikt, echter ontkent deze organisatie hooikoortscijfers te hebben. De beweringen van kleenex zijn tweeledig; Ze zeggen dat  op de  Nederlanders last heeft van hooikoorts maar ook dat dat aantal drastisch groeit. werkelijk blijkt het erg lastig te zijn een schatting te maken van het aantal hooikoortspatienten omdat niemand de aantallen bijhoudt. Daarnaast bezoekt lang niet iedereen met hooikoorts de huisarts, het is niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen. Vanaf  neemt het aantal bij huisarts geregistreerde gevallen zelfs af. Conclusie: De bronnen waar kleenex zich op zegt te Baseren, zijn niet controleerbaar.","T101-101700207.txt","mbo","P932","T101",272,207,9
72,"Het onderdeel dat een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch kan ongefundeerd verklaard worden door middel van de volgende argumenten: Het is bijzonder lastig om een schatting te maken van het aantal mensen met hooikoorts. Niemand houdt de getallen bij, want de klachten zijn seizoensgebonden en vari�ren per jaar. Doktersonderzoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar. Er kunnen ook het hele jaar hooikoorts lijkende klachten voorkomen. Dan spreekt men niet van hooikoorts maar van 'hyperactive rhinitis; waartoe ook allergie voor huisstofmijt wordt gerekent In Nederland ........ Continue Morbiliteitsregistratie in Nijmegen sinds  door huisartsen gediagnosticeerde .... hooikoorts. maar lang niet iedereen bezoekt een huisarts vanwege hooikoorts klachten waardoor het oordeel dus niet vastgesteld kan worden.","T101-101700208.txt","mbo","P933","T101",272,208,6
1,"Het zijn argumenten van Kleenex gebaseerd op eigen onderzoek wat niet mag worden gedeeld. Ze gebruiken als bron Allergie-site.nl en deze site bestaat niet meer. De klachten van hooikoorts zijn bovendien seizoensgebonden, medicijnen zijn zonder doktersrecept verkrijgbaar en aantallen worden nooit bijgehouden. Ook verwarren ze verschillende ademhalingsallergi�n met hooikoorts.","T103-100200055.txt","mbo","P940","T103",254,55,10
2,"De bewering van kleenex is ongefundeerd omdat er ge bruik is gemaakt van eigen onderzoek. dit onderzoek is niet inzichtelijk daarnaast zijn bronnen als (EAACI) op allergie site gebruikt.  deze worden bronnen als KNMI en CMR gebruikt deze bieden geen relevante informatie. ook onderzoek uit finland heeft geen betrekking op Nederland ten slotte meer huisartsbezoeken hoeft niet te wijzen op toename, maar op grotere ongerustheid onder bevolking.","T103-100200058.txt","mbo","P941","T103",254,58,8
9,"Kleenex beweerd dat het aantal hooikoorts patienten snel stijgt. Maar next.checkt acht deze bewering ongefundeerd aangezien kleenex niks wil aantonen en de bronnen die genoemd worden ook niet kloppen. De uitspraak van kleenex klopt niet omdat te ste het lastig blijkt een schatting te maken van het aantal omdat het aantal seizoensgebonden is en varieerts en ten e omdat niemand aantallen bijhoud.","T103-100500019.txt","mbo","P960","T103",275,19,7
10,"De uitslagen die er zijn, zijn gebasseerd op onderzoeken die in de jaren gedaan zijn binnen bepaalde landen. Het is seizoensgebonden en dus niemans kan de klachten bijhouden die er zijn. Er moet een onderscheid gemaakt worden tussen de klachten van hooikoorts en hyperreactieve rhinitis.","T103-100500020.txt","mbo","P961","T103",275,20,8
11,"Het aantal mensen met hooikoorts stijgt. Eenderde van de Nederlandse bevolking heeft last van neusallergie, maar daarbij word geen onderscheid gemaakt tussen hooikoorts en andere vormen. CMR Rapporteert een stijging van het aantal hooikoortsgevallen in periode -. in  waren  op de  vrouwen en , op de  mannen door een huisarts als hooikoorts vastgesteld. in  waren dat er , en ,. Hieraan zie je dat het aantal mensen met hooikoorts inderdaad toenam.","T103-100500021.txt","mbo","P962","T103",275,21,5
12,"Samenvatting tegenargumenten bewering van Kleenex Er worden bronnen gebruikt die niet langer bestaan. De woordvoerder van EAACI zegt het cijfer ook nogeens niet te herkennen. KNMI is ook een genoemde bron, maar het KNMI zegt geen hooikoortscijfers te hebben. Het blijkt ook erg lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts omdat niet iedereen de huisarts bezoekt. Op grond van deze gegevens is de uitspraak inderdaad ongefundeerd.","T103-100500022.txt","mbo","P963","T103",275,22,8
13,"""E�n op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch""het onderzoek van kleenex heeft geen sterke argumenten en geen duidelijke bronnen uit hun eigen onderzoek hebben zij vastgesteld dat er zoveel mensen hooikoorts hebben. als bronnen hebben zij twee instanties gebruikt Een van de bronnen bestaat echter niet meer en de andere kent de cijfers die gebruikt zijn niet. Ook is de bewering van kleenex tweedelig. Als eerste hebben ze het feit dat ��n op de vijf hooikoorts heeft en als tweede dat het aantal drastisch groeit. Het blijkt echter moeilijk om een schatting te maken hoeveel mensen hooikoorts hebben, niemand houdt aantallen bij en de klachten zijn seizoensggebonden en varieren per jaar.","T103-100500023.txt","mbo","P964","T103",275,23,9
14,"Volgens de woordvoerder van Kleenex zij de uitspraken gebaseerd op eigen onderzoek. Voor de Nederlandse Cijfers heeft kleenex twee andere bronnen geraadpleegd. Het persbericht van Biohorma bestaat niet langer en de cijfers zijn niet bekend. Een op de vijf Nederlanders heeft last van hooikoorts. Het blijkt lastig te zijn om een goeie schatting te maken. De klachten zijn seizoensgebonden. Niemand houd ze bij. lang niet iedereen bezoekt een huisarts. Voor Nederland zijn er geen accurante cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek.                                             ","T103-100500025.txt","mbo","P965","T103",275,25,7
15,"% van de Nederlanders heeft last van hooikoorts en dit aantal groeit toch wel drastisch. hooikoorts is een 'seizoensgebonden allergische rhinitis'. Je krijgt een allergische reactie op grassen, pollen en stuifmeel. Dit komt veel in de zomer voor mensen die deze klachten het hele jaar door hebben hebben geen hooikoorts maar hyperreactieve rhinitis. Volkgezondheid RIVM schat dat ongeveer eenderde last heeft van neusallergie, hierbij word geen onderscheid gemaakt van hooikoorts en andere vormen dit bied dus geen uitsluitsel.  op de  van Nederland klopt wel maar heeft per definitie onwaarschijnlijk hoeft te zijn.","T103-100500026.txt","mbo","P966","T103",275,26,5
16,"""Men spreekt zelfs van een verdubbeling in de laatste - jaar"" De redactie van 'next.checkt zoekt het uit klopt dit? Nee, next.check beoordeelt de beweringen als ongefundeerd. Niemand houdt de aantallen bij want de klachten zijn seizoensgebonden en vari�ren per jaar. In het internationale onderzoek 'National prevelance of respiratory allergic disonders. In  word ook gekeken naar Nl: ,% heeft en ademhalingsallergie. Maar welk aandeel hooikoorts daaarin had is niet apart berekent.","T103-100500027.txt","mbo","P967","T103",275,27,6
17,"E�n op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch Waarschuwde een begeleidende tekst.","T103-100500028.txt","mbo","P968","T103",275,28,7
29,"deze bewering is onjuist volgens de woordvoerder van Kleenex omdat de uitspraken gebaseerd zijn op eige onderzoeken. Ook is het erg lastig om een schatting te maken doordat de klachten sseizoen gebonden zijn ook zijn de bronnen van kleenex oncontroleerbaar. en er zijn geen accurate cijvers beschikbaaar over het aantal mensen met hooikoorts.","T103-100500038.txt","mbo","P969","T103",275,38,3
33,"Een op de mensen hebben hooikoorts en dat aantal groeit drastisch. Men spreekt zelfs van een verdubbeling in de laatste - jaar Biohorma spreekt van een stijging van het aantal hooikoortspati�nten in nederland van % in  voor % in . Niemand houdt de aantallen bij want klachten zijn seizoensgebonden per jaar. Hooikoorts is een allergische reactie op gassen, pollenen stuifmeel en komt voor in de lente en vroege zomer.","T103-100500051.txt","mbo","P970","T103",275,51,2
53,"Weet niet wat ongefundeerd betekend?","T103-101700058.txt","mbo","P942","T103",272,58,0
54,"Hooikoorts is een hoogtepunt overal staat het om schreven. Het word steeds erger. Ze hebben een onderzoek gedaan op een University. Van % in  naar % in  gestegen hooikoorts word ook wel eens met huisstofmijt vergeleken. Daarom is het belangrijk dat goed uit te zoeken. Kleenex is een bedrijf die zich daar mee bezig houd, in   op de  vrouwen en . op de mannen in  is dat al . en . gestegen er zijn verder geen cijfers bekend over Hoeveel mensen er hooikoorts hebben.","T103-101700059.txt","mbo","P943","T103",272,59,1
55,"��n op de  nederlanders heeft last van hooikoorts. Dit groeit drastisch Op de bevolkingsonderzoek is dat ongeveer eenderde van de Nedelanderse bevolking last heeft van een neusallergie, maar daarbij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen. Deze schatting bied geen uitstel. Ze kunnen wel kijken of het toeneemt. Het is een verdubbeling van vorig jaar. de CMR heeft geen recentere data beschikbaar over . Voor NL zijn er geen accirate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek.","T103-101700060.txt","mbo","P944","T103",272,60,5
56,"Ten eerste bestaat de bron, een website, die gebruikt is voor kleenex onderzoek niet meer, beweringen worden aangedikt, en het is niet duidelijk wanneer iemand werkelijk hooikoorts heeft. Daarnaast geeft NRC nog een keer uitleg over het feit dat de beweringen van kleenex niet kloppen. Aan het einde van het verhaal trekken zij de conclusie van kleenex niet klopt.","T103-101700061.txt","mbo","P945","T103",272,61,4
57,"kleenex fundeert door het plaatsen van verkeerde informatie in een advertentie in het NRC next Hooikoorts neemt minder toe dan er gezegd wordt blijkt uit onderzoek.","T103-101700062.txt","mbo","P946","T103",272,62,1
