"","text","schooltype","T3F_54","id"
"311","de bewering van Kleenex dat van de bevolking hooikoorts heeft en dat dit aantal drastisch groeit is ongefundeerd omdat hun bronnen erg onbetrouwbaar blijken te zijn Ook is het erg lastig onderzoek te doen naar het aantal mensen met hooikoorts Bovendien is het ook lastig vast te stellen wanneer er nou eigenlijk sprake is van hooikoorts Dat het aantal mensen met hooikoorts is verdubbeld is in ieder geval onwaarschijnlijk aangezien de groei van het aantal huisartsgeregistreerde gevallen sinds afgenomen is","vwo",6,311
"312","Het oordeel ongefundeerd van nextcheck komt doordat de uitspraken gebasseerd zijn op bronnen die niet te controleren zijn en eigen onderzoek Een schatting is niet te maken omdat niemand aantallen bijhoudt van hooikoorts De diagnose hooikoorts neemt wel toe maar een verdubbeling in jaar lijkt onwaarschijnlijk Verder zijn er geen accurate cijfers beschikbaar over het aantal mensen en wordt het interne onderzoek van Kleenex niet inzichtelijk gemaakt","vwo",7,312
"313","Een eerste argument tegen de bewering van Kleenex is dat de bronnen waar Kleenex zich op zegt te baseren niet controleerbaar zijn Het interne onderzoek is bovendien niet inzichtelijk gemaakt Ook is het niet mogelijk om de prevalentie van hooikoorts te bepalen Bovendien is het zeer onwaarschijnlijk dat er in de laatste jaar een verdubbeling van het aantal mensen met hooikoorts zou zijn hebben plaatsgevonden","vwo",6,313
"314","Dat een op de vijf mensen last zou hebben van hooikoorts wordt niet ondersteund door enig onderzoek of schattingen Er is geen concreet onderzoek verricht naar het aantal hooikoortspatienten in Nederland Dat het antal hooikoortspatienten drastisch toeneemt kan ook niet hard worden gemaakt omdat uit cijfers blijkt dat vanaf het jaar de groei van het aantal geregistreerde gevallen afneemt en er geen gegeven meer zijn na De onderzoeken waarnaar Kleenex zelf verwijst herkennen zicht niet in de gepresenteerde feiten of ze blijken niet meer te bestaan","vwo",4,314
"315","De bewering van kleenex is ongefundeerd Als bron hiervoor wordt allergiesitenl genoemd die niet langer bestaat De woordvoerder van EAACI zegt het cijfer niet te herkennen en ook kan er niet verwezen worden naar het KNMI deze zegt geen hooikoortscijfers te hebben Het is lastig om een schatting te maken van het aantal mensen met hooikoorts niemand houdt de aantallen bij want de klachten zijn siezoensgebonden en varieren per jaar Dokters bezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar Het is al met al niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen De bronnen waarop kleenex zich op zegt te baseren zijn niet controleerbaar Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt","vwo",11,315
"316","Allereerst zijn in de bronnen die kleenex zegt te gebruiken voor hun onderzoek niet terug te traceren tot betrouwbare en controleerbare bronnen en het onderzoek van kleenex zelf is niet inzichtelijk gemaakt Ten tweede zijn er meerdere interpretaties mogelijk van het begrip hooikoorts in de tweedelige stelling van kleenex en het maken van schattingen van het aantal hooikoortspatienten blijkt veelal niet goed mogelijk Als laatste zijn sommige van de gevonden toenames in diagnosen voor hooikoorsts weliswaar gestegen maar zijn hier geen recente gegevens voor beschikbaar","vwo",3,316
"317","De uitspraken zijn gebasseerd op een eigen onderzoek dat voor intern gebruik is Kleenex gebruikt hiervoor een bron die niet langer bestaat of die cijfers niet herkend En er wordt hierbij geen onderscheid gemaakt tussen hooikoorts en andere neusallergien Het is moeilijk om een schatting te maken van het aantal mensen met hooikoorts De uitspraak op is niet per definitie juist Dat er een verdubbeling heeft plaatsgevonden is ook onwaarschijnlijk Vanaf het jaar neemt de groei van huisarts geregistreerde gevallen af Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van kleenex is niet inzichtelijk gemaakt","vwo",10,317
"318","de bronnen die kleenex heeft gebruikt zijn niet controleerbaar een van de sites bestaat niet langer en zegt de cijfers niet te herkennen En het KNMI zegt nooit hooikoortscijfers gehad te hebben De verdubbeling van hooikoortspatienten is onwaarschijnlijk vanaf neemt het aantal hooikoortspatienten namelijk af Ook zijn er geen recentere cijfers beschikbaar dan Voor Nederland zijn er geen duidelijke cijfers beschikbaar en het onderzoek van Kleenex is niet inzichtelijk gemaakt De uitspraak van Nextcheckt is dus ongefundeerd","vwo",6,318
"319","De bewering dat een op de vijf mensen last heeft van hooikoorts en dat dat aantal drastisch groeit is ongefundeerd want de bronnen waar cleenex zich op gebaseerd heeft zijn oncontroleerbaar Cijfers worden door bepaalde bronnen niet herkend Schattingen bieden geen uitsluitsel en er zijn geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts Ook is het interne onderzoek van Kleenex niet inzichtelijk gemaakt","vwo",6,319
"320","Het persbericht van Biohorma spreekt van een stijging van het aantal hooikoortspatienten in het KNMI Maar het KNMI zegt geen hooikoortscijfers te hebben In het internationaal onderzoek National prevalance of perspiratory allergiedisorder gepubliceerd in repiratory medicine in werd ook gekeken naar Nederland procent heeft een ademhalings allergie maar welk aandeel hooikoorts daar in had is niet apart bekeken het is al met al niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen","vwo",3,320
"321","De bronnen van kleenex zijn niet concluderend De universiteit van Worcester geeft hun gegevens niet vrij Alergiesitenl bestaat niet meer en de EAACI kent de gegevens niet die zij zogenaamd hebben gegeven Verder wordt het KNMI genoemd maar die houden de gegevens die genoemd worden niet bij Het is moeilijk om cijfers betreffende hooikoorts te vinden mensen gaan vaak niet naar de docter en medicijnen zijn zonder recept verkrijgbaar om deze redenen houd niemand het bij Ook het begrip hooikoords is erg vaag en kan meerdere betekenissen hebben het is moeilijk te defineren Om deze redenen oordeeld de redactie van nextcheckt de bewering van kleenex ongefundeerd","vwo",11,321
"322","Kleenex heeft gebruik gemaakt van de bron de Europese Academie van Allergiees en allergiesitenl de laatste bestaat niet meer Een andere bron schijnt afkomstig te zijn van het KNMI maar deze ontkent dat Bovendien houdt niemand het aantal hooikoortspatienten bij want de klachten zijn seizoensgebonden en varieren per jaar Uit een internationaal onderzoek blijkt dat van de Nederlanders een ademhalingsallergie heeft maar dit is niet alleen hooikoorts Er is waarschijnlijk wel sprake van een toename van het aantal hooikoortspatienten maar niet van een verdubbeling Al met al kunnen we dus zeggen dat er in Nederland geen accurate cijfers zijn over hooikoortspatienten en dat de uitspraak van Kleenex inderdaad ongefundeerd is","vwo",12,322
"323","De uitspraak Een op de vijf mensen heeft hooikoorts klopt volgens nextcheckt niet omdat det gegevens uit eigen onderzoek en hierdoor gekleurd zijn Ook vele andere gebruikte bronnen zijn verouderd of worden zelfs ontleend Verder is hooikoorts niet een vast begrip voor veel mensen is onduidelijk wat hooikoorts precies inhoudt veel mensen hebben bijvoorbeeld last van neus of mond allergie maar de invloed van hooikoorts hierin is onderduidelijk en oncontroleerbaar De cijfers door doktoren zelf vallen veel lager uit en men kon concluderen dat de verdubbeling onwaar is zo zeggen we dus het is ongefundeerd","vwo",9,323
"324","De cijfers van Kleenex zijn gebaseerd op twee bronnen Bij controle van deze bronnen worden er echter geen cijfers bekend Daarnaast is het lastig om te bepalen wanneer men spreekt van hooikoorts Er zijn verschillende onderzoeken uitgevoerd om het aantal Nederlanders te bepalen Echter deze leverden geen concreet bewijs op voor de cijfers die Kleenex heeft genoemd Er kan wel gekeken worden of het aantal diagnoses van hooikoorts toeneemt","vwo",4,324
"325","Kleenex beweert zijn resultaten uit een eigen intern onderzoek Gezondheidsnetnl en een persbericht van Biohorma In het artikel van Gezondheidsnetnl blijkt dat de EAACI is geraadpleegd die niet eens meer bestaat en waarvan ook is gebleken dat zij het cijfer niet eens herkennen Ook over het de resultaten van Biohorma blijken niks te kloppen Zij beweren deze van de KNMI te hebben overgenomen Het KNMI ontkent dit","vwo",6,325
"326","De uitspraak is niet gefundeert omdat ten eerste niemand de cijfers behoudt omdat klachten seizoensgebonden zijn doktersbezoek vaak niet nodig is en medicijnen zonder recept verkrijgbaar zijn Het is gebleken dat van de Nederlanders een ademhalingsallergie heeft maar ze weet niet welk aandeel hierin hooikoorts is Verder is het moeilijk te zeggen wanneer er precies sprake is van hooikoorts Het CMR houdt echter wel cijfers bij van gediagnosticeerde gevallen van hooikoorts maar probleem is echter dat niet iedereen naar de dokter gaat bij hooikoorts Zo is er dus nog steeds geen uitsluitsel te geven over het aantal hooikoorts gevallen in Nederland","vwo",6,326
"327","De uitspraken zouden zijn gebasseerd op eigen onderzoek En zou niet openbaar mogen komen Daarnaast hebben zij gebruik gemaakt van maar twee bronnen waarvan een zelf ook onbetrouwbare bronnen heeft De andere geeft andere cijfers met als bron een organisatie die zegt de cijfers niet te kennen Als laatst neemt van af het jaar de groei van geregistreerde gevallen af De cijfers zijn niet goed duidelijk maar dat het onderzoek van Kleenex niet de blijd is duidelijk","vwo",7,327
"328","Op de voorpagina van de Spits stond laatst de tekst Hooikoorts bereikt hoogtepunt In dit artikel werden fouten feiten gegeven over hooikoorts de hoeveelheid het zou zijn verdubbeld en da thet drastisch groeit Volgens nextcheckt is dit echter niet waar Zo werden er als bronnen van de gegevens sties genoemd uit EAACI die al niet meer bestaan Ook is het aantal hooikoortsgevallen moeilijk te schatten aangezien de getallen door niemand precies bij gehouden worden vanwege wisselende klachten per seizoenjaar Wel kan er gekeken worden of het aantal diagnoses van hooikoorts toenam dit was wel het geval een verdubbeling is echter onwaarschijnlijk Voor Nederland zijn er geen accurate cijfers beschikbaar over het aantal gevallen en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt","vwo",11,328
"329","Kleenex heeft onderzoek gedaan naar het aantal mensen met hooikoorts Dit aantal bleek flink te stijgen zeiden zij Tegenstanders zeiden dat dit onderzoek ongefundeerd was Kleenex zegt dat de resultaten gebaseerd zijn op eigen onderzoek en een tweetal andere bronnen De bron van Gezondheidsnetnl kan niet bewezen worden en niemand weet er wat vanaf Kleenex zelf zegt dat een op de vijf Nederlanders last van hooikoorts heeft maar dit is moeilijk te berekenen en het is seizoensgebonden dus dit argument is ook niet duidelijk Ook het Nationaal Kompas Volksgezondheid en het CMR kunnen geen gunstige resultaten bieden voor Kleenex Er kan alleen worden vastgesteld hoeveel mensen met hooikoorts bij de huisarts komen maar ook hier is geen verdubbeling zichtbaar","vwo",9,329
"330","De door kleenex gebruikte bronnen blijken niet controleerbaar omdat het niet mogelijk is om de prevalentie van hooikoorts in Nederland te bepalen Er is ook niet duidelijk wat onder hooikoorts verstaan wordt Wel is gediagnosteerd dat er een stijging was van het aantal hooikoortsgevallen maar een verdubbeling is zeer onwaarschijnlijk Vanaf het jaar neemt het aantal geregistreerd hooikoortspatienten bij de huisarts af","vwo",4,330
"331","Zakdoekjesproducent Kleenex stelt dat op de Nederlanders last heeft van hooikoorts en dat het aantal stijgt Kleenex gebruikt verschillende bronnen zoals Gezondheidsnetnl en een persbericht van Biohorma beide Bronnen zijn oncontroleerbaar Verder blijkt het lastig om een uitspraakte doen als Kleenex aangezien niemand de aantallen bijhoudt We zouden kunnen kijken naar Finland waar inderdaad van de bevolking hooikoorts heeft maar dat kan zomaar heel veel verschillen met Nederland Wel staat in Nederland geregistreerd dat de groei van het aantal afneemt maar het blijft zo dat meinand dus ook Kleenex niet er een uitspraak over kan doen al helemaal niet als het interne onderzoek niet inzichtelijk wordt gemaakt","vwo",11,331
"332","De bewering van Kleenex is volgens next check ongefundeert omdat de bronnen die kleenex gebruikt niet meer bestaan ofen de cijfers niet herkennen Ook houdt niemand de aantallen bij want doktersbezoek is vaak niet nodig en meidcijnen zijn zonder recept verkrijgbaar Ook wordt er in ander onderzoek niet duidelijk hoeveel hooikoorts klachten en onherkenbaar woord in Nederland zijn Nog een ander argument is dat de bronnen van Kleenex niet controleerbaar zijn Hier kan zijn dat er een toename is van het aantal mensen met hooikoorts maar een verdubbeling is echter onwaarschijnlijk op grond van deze argumenten is de uitspraak ongefundeerd","vwo",9,332
"333","Kleenex beweert dat op de mensen last heeft van hooikoorts en dat het aantal drastisch groeit Dit is echter ongefundeerd Kleenex heeft zelf onderzoek gedaan Een deel van die bronnen is verdwenen en het EAACI herkent de cijfers niet eens Ook zeggen ze een bron van het KNMI te hebben het KNMI weet er zelf echter niets van Daarnaas tis het zeer lastig een schatting te maken van het aantal met hooikoorts aangezien de klachten seizoensgebonden zijn ook is een schatting gemaakt van het aantal mensen met hooikoorts in Finland maar dat kn in Nederland best anders zijn het cmr onderzoekt naar hooikoorts maar die bieden weer geen prevelantie over de gehele bevolking Daarnaast heeft het cmr geen recentere datas beschikbaar dan over ","vwo",10,333
"334","Bij onderzoek van nrcnext bljkt dat de bronnen of cijfers niet bestaan of niet te checken zijn Kleenex wil geen inzage in het onderzoek geven Daarnaast is hooikoorts lastig te tellen omdat doktersbezoek vaak onnodig is en medicijnen zonder recept verkrijgbaar zijn Veel meer of minder mensen zouden dus last kunnen hebben van hooikoorts dan gedacht Wanneer er precies sprake is van hooikoorts is ook onduidelijk Dit maakt de tellingen nog lastiger Al met al is hooikoorts slecht geregistreerd en niet accuraat te tellen Dat maakt de bewering van Kleenex ongefundeerd","vwo",8,334
"335","Zakdoekjesproducent Kleenex beweert dat een op de vijf mensen hooikoorts heeft en dat dit aantal drastisch toeneemt Ze baseren dit op verschillende onbetrouwbare bronnen die eveneens bronnen gebruikten die neit betrouwbaar zijn Sommige bronnen bestonden neit meer of herkende de genoemde cijfer niet Bovendien is het bijzonder moeilijk om in te schatten hoe veel mensen hooikoorts hebben omdat de aantallen niet bijgehouden worden de klachten seizoensgebonden zijn doktersbezoek vaak onnodig is en de medicijnen zonder recept verkrijgbaar zijn Revalentie is daardoor onmogelijk te bepalen Mede doordat er verschillende soorten allergieen zijn die erg op hooikoorts lijken De enige betrouwbare bron zou het aantal diagnoses van hooikoorts zijn maar hiervan zijn na geen cijfers meer bekend geworden op grond van al deze gegevens beoordeeld nextcheckt de uitspraak van Kleenex als ongefundeerd","vwo",11,335
"336","De advertentie en uitspraak van Kleenex op de mensen heeft last van hooikoorts en dat aantal groeit drastisch is door nextcheckt ongefundeerd bewezen met een aantal argumenten Over het algemeen zijn de bronnen waarop Kleenex zich op zegt te baseeren niet controleerbaar Ten eerste is het eigen onderzoek niet in te kijken Daarnaast zijn veel van hun bronnen nergens terug te lezenhoren EAACI Allergiesitenl en KNMI Cijfers over hooikoorts worden niet bijgehouden omdat het moeilijk is om te doen Er zijn wel een aantal huisartsen die cijfers hebben van diagnoses maar die zijn niet recenter dan en niet iedereen met hooikoorts gaat naar de huisarts Voor Nederland zijn er simpelweg geen acurate cijfers ebschikbaar over het aantal mensen met hooikoorts Op grond van al deze gegevens beoordeeld nextcheckt de uitspraak als ongefundeerd","vwo",14,336
"337","Kleenex beweert dat een op de vijf mensen last heeft van hooikoorts Volgens de redactie van nextcheckt is dit echter onmogelijk te controleren Hooikoortspatienten gaan vaak niet anar de huisarts aangezien medicijnen zonder recept verkrijgbaar zijn en de klachten vaak voorkomen Mensen die wel naar de huisarts gaan voor hun klachten worden geregistreerd maar dit biedt geen uitsluitsel over prevalentie onder de bevolking De bewering dat een op de vijf mensen hooikoorts heeft is dus niet te bewijzen en daarom beoordeelt nextcheckt de bewering van Kleenex als ongefundeert","vwo",6,337
"338","De bewering van kleenex is ongefundeerd omdat de door hun gebruikte bronnen niet te controleren zijn Ten eerst omdat ze alleen voor intern gebruik waren Bronnen die ze hebben vrijgegeven kennen de door Kleenex genoemde cijfers niet Uit eigen onderzoek blijkt dat het aantal hooikoorts patienten is toegenomen maar niet met zoveel als wat Kleenex beweert Dus in hoeverre de uitspraken van Kleenex kloppen hoewel die per definitie niet onwaarschijnlijk hoeven te zijn is niet te controleren Want hun bronnen zijn niet controleerbaar","vwo",5,338
"339","De bewering van kleenex is ongefundeerd omdat de bronnen van het onderzoek niet geldig zijn Een van de bronnen bestaat niet langer en de andere bronnen zeggen geen hooikoortscijfers te hebben Ook kan het aantal hooikoortspatienten moeilijk geschat worden omdat niemand dit bij houdt en het verschilt per jaar en seizoen Bij de cijfers die bekend zijn over neus en ademhalingsallergieen is het aantdeel van hooikoorts ook niet bekend Sterker nog het aantal geregistreerde patienten bij de huiarts neemt sinds al af Wel is er een stijging in de hooikoortsgevallen maar die bevestigd niet dat er ook meer mensen hooikoorts hebben","vwo",10,339
"340","Toen er gisteren in de Spits stond dat Een op de mensen hooikoorst heeft en dit drastisch stijgt met zelfs een verdubbeling in de laatste jaar ging de redactie van nextcheck dit onderzoeken Hieruit bleek dat de beweringen ongefundeerd is Kleenex heeft deze uitspraak gedaan uit eigen onderzoek maar die kan niet openbaar worden gedeeld Hiervoor hebben ze twee bronnen gebruikt waarvan de cijfers niet kloppen of niet eens bekent zijn Daarbij is het niet goed te schatten hoeveel mensen er nu hooikoorts hebben","mbo",8,340
"341","Een op de vijf mensen heeft hooikoorts en dat aantal stijgt drastisch Het nationaal kompas Volksgezondheid van het RIVM schat op basis van bevolkingsonderzoek dat ongeveer eenderde van de bevolking last heeft van een neus allergie maar daabij wordt geen onderscheid gemaakt tussen hooikoorts en andere vormen procent heeft een ademhalings allergiemaar welk aandeel hooikoorts daarin had is niet appart bekeken","mbo",1,341
"342","Kleenexs bewering is ongefundeerd omdat ze nergens onderzoeken naar gaan hebben of het ook klopt dat er meer mensen hooikoorts hebben de laatste jaar Ook huisartsen bieden echter geen uitstel over prevalentie onder de gehele bevolking omdat lang niet iedereen de huisarts bezoekt vanwege hooikoorts klachten","mbo",1,342
"343","Knmi heeft geen Hooikoorts cijfers Niemand houdt de aantallen bij want de klachten zijn seizoens gebonden en varieren per jaar lang niet iedereen bezoekt de huisarts vanwege hooikoortsklachten voor nederland zijn er geen accurate cijfers beschikbaar over het aantal mensen met hooikoorts","mbo",0,343
"344","Een op de vijf mensen heeft last van Hooikoorts en dat aantal groeit drastisch waarschuwen een begeleidende tekst Men spreekt zelfs van een verdubbeling in de laatste jaar Het blijkt echter bijzonder lastig te zijn om een schatting te maken van het aantal mensen met Hooikoorts De klachten zijn seizoensgebonden en varieren daarom per jaar Dit is de reden waarom de tel niet bijgehouden word op het aantal klachten van hooikoorts Wanneer is er sprake van hooikoorts Een allergische reactie op grassen pollen en stuifmeel die typisch voorkomt in de lente en vroege zomer Voor Nederland zijn er geen accuratie cijfers beschikbaar over het aantal mensen met hooikoorts en het interne onderzoek van Kleenex is niet inzichtelijk gemaakt Op grond van deze gegevens is de uitspraak beoordeelt als ongefundeerd","mbo",9,344
"345","De bewering van kleenex is ongefundeerd omdat je niet kan controlen hoeveel het aantal mensen met hooikoorts nou daadwerkelijk gestegen is ivm het feit dat hooikoorts tijdelijk en seizoens geboden is en het dus een allergie is Als je het er de hele jaar last van hebt de cijfers van kleenex zijn tevens vergaard uit een onderzoeks centrum die globaal uit heel europa komen Zelfs doordat het aantal gestegen is qua precentage uit jaren tot kan je de conclusie van kleenex er niet op gebaseerd worden","mbo",6,345
"346","uitspraken zijn gebasseerd op eigen onderzoek in het artikel van gezondheidsnetnl word net als in de advertentie gesteld dat van de nederlanders last heeft van hooikoorts en dat het een groot groeiend probleem is als bron worden de europese acedemie van allergien en allergiesitenl genoemd Die laatste bestaat niet langer en een woordvoerder van het eaaci zegt het cijfer niet te herkennen","mbo",2,346
"347"," op de mensen heeft last van hooikoorts Dat is een verdubbeling in de laatste jaar Uit een europees onderzoek bleek dat het aantal met per jaar stijgt Maar liefst van de Nederlanders heeft er last van Alleen is het niet mogelijk het exacte aantal te weten Het is dus lastig om te bepalen hoe erg het is en hoeveel mensen er last van hebben","mbo",2,347
"348","Europees onderzoek toont aan dat de hooikoortspatienten met to per jaar groeien Het KNMI zegt geen hooikoorts cijfers te hebben De bewering van Kleenex is tweedelig en een schatting hieruit te maken lijkt erg lastig Het nationaal Kompas Volksgezondheid van het RIVM schat dat ongeveer derde last heeft van deze klachten","mbo",3,348
"349","Na de hoge stijging van de hooikoorts is er onderzoek na gedaan met veel procent dit gestegen is maar dit is nouwelijks te concluderen vanwege het feit dat het een seizoens ziekte is en de medicijn recepten gratis op te halen zijn","mbo",4,349
"350","Het zou blijken uit een Europees onderzoek dat er stijging van het aantal hooikoortspatienten met tot procent De CMR heeft een stijgin gediagnosticeerd van het aantal hooikoorts gevallen over de periode In was op vrouwen en op mannen door een huisarts gediagnosticeerd In waren dat en ","mbo",2,350
"351","Een op de vijf mensen hebben hooikoorts zelfs een Verdubbeling in de laatste jaar en dit groeit dramatisch in was bij de bevolking van nederland maar nu in maar een schatting maken is dus behoorlijk lastig niemand Houd klachten bij want dit Verschilt per jaar medicijnen zijn zonder recept Verkrijgbaar en dit is maar seizoens gebonden Een allergische reactie op pollen grassen stuifmeel Als dit de heel jaar voorkomt spreken we van Hyperactieve rhintis waar ook huisstof mijt bij gerekend word een op de mensen klaagt dat ze hooikoorts hebben maar de in Nederland We niet precies zeggen in Finland Had van de de bevolking nederland Hooikoorts wel werd er gekeken of Het aantal diagonses toeneemt in waren op de vrouwen en de mannen door huisarts gediagnostiseerd in waren er veel meer","mbo",5,351
"352","Hooikoorts was op het nieuws Steeds meer mensen hebben er last van er wordt onderzoek naar gedaan vd nederlanders heeft hooikoorts en de groei is drastisch lang niet iedereen bezoekt de huisarsts het is onwaarschijnlijk dat er een verdubbeling is de laatste jaren de uitspraak is ongefundeerd","mbo",4,352
"353","Volgens Europees onderzoek heeft op de mensen hooikoorts en stijgt dit aantal drastisch Dit gegeven is ongefundeerd Niemand houdt het bij en er wordt niet gekeken naar de verschillende soorten Het enige dat wordt bijgehouden is het aantal diagnoses van hooikoorts Een verdubbeling in de laatste jaar lijkt onwaarschijnlijk","mbo",3,353
"354","Hooikoorts is bijna een plaag in de laatste jaar zijn de aantallen verdubbeld De medische term voor Hooikoorts is seisoensgeboden allergische Rhinitis een reactie op pollen gras en opstuivend zand Er wordt zelden onderscheid gemaakt tussen een neus allergie en hooikoorts en dit moet veranderen de schattingen die worden gemaakt zijn daarom ook waardeloos en kunnen eigenlijk de prullenbak in Er moet onderscheid gemaakt worden tussen verschillende allergijen zodat er duidelijker schattingen gemaakt kunnen worden Hierdoor zou je veel meer en specifieker onderzoek kunnen keten plaats vinden waardoor de oorzaak kan aanpakken","mbo",2,354
"355","Hooikoorts stijgt met a procent per jaar op Het moment Heeft procent van de nl Hooikoorts","mbo",0,355
"356","Slecht beton","mbo",0,356
"357","de HooiKoorts stijgt snel veel mensen komen in aanraking met onder zien meer en vade meer dat merkt ook de KNMI Ze zien en stijg aangegeven hoe dit verholpen kan worden darnaast is er een ademHalings anulisie die je precies verteld Hoe je daar tegen op staat","mbo",2,357
"358","Veel instanties die deel hebben genomen aan dit onderzoek zijn niet betrouwbaar of bestaan niet eens meer Daarnaast zijn sommige feiten en cijfers niet compleet juist of aanwezig","mbo",2,358
"359","Het zou om een Europees onderzoek gaan waaruit een stijging van het aantal hooikoortspatienten met tot procent per jaar Kleenex heeft ook andere bronnen een artikel uit van Gezondheidsnetnl en een persbericht van Biohorma Gezondheidsnet zegt dat van de nederlanders last heeft van hooikoorts Het EAACI spreekt van in dat hooikoorts heeft in is dit gestegen naar volgens een woordvoerder zou deze bron het KNMI zijn Het KNMI zegt zelf geen hooikoortscijfers te hebben","mbo",5,359
"360","Volgens de woordvoerder van Kleenex zijn de uitspraken gebaseerd op eigen onderzoek in samenwerking met de Uni of Worcester De bron van een andere steiging is volgens een woordvoerder het KNMI maar het KNMI zegt geen hooikoortscijfers te hebben Het blijkt echter ook lastig om een schatting te maken van mensen met hooikoorts want de klachten zijn seizoensgeboden en varieren per jaar Ook is er bij neusallergie niet perse sprake van hooikoorts In Finland is na schatting de hooikoorts wel verhoogd maar dit hoeft in Nederland niet hetzelfde te zijn In het internationaal onderzoek Nporad National prevalance of respiratory allergic disorders werd ook gekeken naar Nederland heeft een ademhalingsallergie maar welk aandeel hooikoorts daarin had is niet apart bekeken","mbo",8,360
"361","Kleenex heeft deze bewering vanuit een eigen onderzoek in samenwerking met de University of Worcester Ookal zeggen ze dat een op de vijf mensen er last van hebben en het aantal drastisch groeit kan dit aantal makkelijk al zijn verdubbeld Het is echter lastig om een schatting te maken aangezien de klachten seizoensgebonden zijn en varieren per jaar","mbo",5,361
"362","De uitspraken zijn gebaseerd op eigen onderzoek en heeft Kleenex een tweetal bronnen geraadpleegd In het artikel van Gezondheidsnet staat gesteld dat er last van heeft maar de opgegeven bron EAACI bestaat niet langer en zegt het cijfer niet te herkennen Ook is een bron het KNMI maar die blijken geen cijfers te hebben Het is lastig een schatting te maken omdat de aantal niet bij te houden zijn het verschilt per jaar en geen recept vd dokter nodig voor medicijnen Er zijn ook vergelijkbare klachten als huisstofmijt In Finland is onderzoek gedaan maar dat kan in NL heel anders zijn het neemt al af sinds van geregistreerde gevallen bij de huisarts","mbo",11,362
"363","Volgens woordvoerders van kleenex zijn de uitspraken gebasseerd op eigen onderzoek in samenwerking met de University of Worcester dat uitsluitend voor intern gebruik is De aantal hooikoorts gevallen varieert ook elk jaar Er werd ook een onderzoek gedaan naar ademhalings allergie maar welk aandeel hooikoorts daarin had is niet appart bekeken Wel kan worden gekeken naar de aantal diagnoses waarbij hooikoorts toe neemt Dat kan erop wijzen dat het aantal mensen met hooikoorts in nederland toeneemt","mbo",6,363
"364","Kleenex heeft beweerd dat op de mensen Hooikoorts heeft en dat aantal flink stijgt Echter uit de gegeven argumenten blijkt dat deze niet helemaal betrouwebaar zijn de ene bron bestaat niet meer en de ander zegt de cijgers en beweringen niet te herkennen Waar haalt Kleenex de conclusies dan vandaan","mbo",4,364
"365","Hooikoorts is een medische term voor seizoens gebonden allergien volgen onderzoek het toe de maar uit cijfers Blijkt dat er minder klachten zijn In Nederland Heeft ademhalingsalergien Er is spraken van Hooikoorts als Het niet Heel Het jaar voor Komt maar bepaalde maanden ","mbo",2,365
"366","Veel cijfers kunnen niet worden achterhaald en de bewering van Kleenex is tweeledig Het is namelijk bijzonder lastig om hiervan een schatting te maken Ook moet je nagaan wanneer er eigenlijk sprake is van hooikoorts Er bestaan namelijk ook neusallergien en ademhalings allergieen Ook niet iedereen bezocht de huisarts voor hooikoorts zo is de nooit na te gaan hoeveel procent de NL hooikoorts heeft De verdubbeling in laatste jaar isdus onwaarschijnlijk omdat groei van het aantal geregistreerde gevallen bij de huisarts afvallen Tot slot zijn er geen recente cijfers over bekent sinds ","mbo",8,366
"367","Kleenex laat niet zijn onderzoek cijvers zien die ze Hebben gemaakt in samenwerking met universitu of worcester dat maakt het al Heel verdacht Het is ook niet goed Te controleren omdat de meeste mensen met Hooikoorts nieT naar de Huisarts gaan de CMR heeft wel geconceteerd daT er een sTijgende lijn was tussen van Hooikoorts pasienten meer een verdubbeling in de laatste jaar is echter onwaarschijnlijk","mbo",6,367
"368","Nee want het gaat om een europees onderzoek waaruit blijkt dat er een stijging is van Per jaar is Dit is uitluitend voor eigen gebruik de bron die wordt opgegeven allergiesitenl genoemd die niet meer ten bestaan Ook blijkt een woordvoerder het cijfer wel te herkennen Ook geven ze het kunnen op als bron maar ook deze zegt geen cijfers te hebben Het blijkt bijzonder lastig te zijn om een schatting te maken van het aantal mensen met hooikoorts en daarbij houdt niemand de getallen bij Het is al met al niet mogelijk om de precalentel van hooikoorts in NL te bepalen","mbo",9,368
"369","er wordt dus gezegd dat hooikoorst de laaTsTe jaar veel meer voorkomT maar ofdat nou echt waar is heT is moeilijk Te zeggen want niemand houd de aanTallen Bij de klachTen zijn seizoensgeBonden en varieren per jaar je hoefT niet perse voor naar de docTer je kunT de medicijnen zo halen verder is Hooikoorst heel Breed de sympTonen dan er word geen onderschijd gemaakT Tussen hooikoorts en andere neusaliergien heT is dus nieT eens zeker of heT wel allemaal hooikoorts is dus doordaT lang nieT iedereen naar de huisarts gaat en er verschillende allergien zijn die lijken op hooikoorts is het nooiT helemaal duidelijk of en wel echT een sTijging is er zijn ook geen accurate cijfers beschikbaar","mbo",6,369
